SMILES,id,QM,Reserve1,NMR,Reserve2 
c1ccc(cn1)Br,1,-0.689064581,0,0.708420114,0 
C1=C[C@H]2C[C@@H]1C=C2,3,0.167951858,0,-0.204417651,0 
c1ccc(cc1)F,2,-0.512707847,0,0.538161314,0 
CC(C)(C)Cl,1,0.242429204,0,-0.364726262,0 
c1ccon1,1,-0.301922906,0,0.31907288,0 
c1cncc(n1)N,4,-1.236402812,0,1.261576952,0 
C(C)(OC)OC,1,1.278261536,0,-1.243659678,0 
[C@H]1(CC(=O)O1)C,0,0.374696755,0,-0.334875693,0 
C(C)(C)Cl,0,0.482372729,0,-0.602425236,0 
c1(c(nc[nH]1)C#N)C#N,1,-0.453161101,0,0.532633431,0 
C1CCC(=O)CC1,1,1.058693889,0,-1.088878951,0 
OCCCCCCN,6,0.788362202,0,-0.818933992,0 
C=C(C=C)C,0,-0.551351753,0,0.503888439,0 
c1c(cccc1)N(C)C,0,-0.43050172,0,0.486567739,0 
C1CCC(C1)Br,3,0.511706967,0,-0.604083601,0 
OCCCCNCC,6,0.799077103,0,-0.786503744,0 
C1CCC(CC1)Cl,1,1.088906397,0,-1.1307066,0 
c1n[nH]c(=O)[nH]1,0,-0.870690939,0,0.909450797,0 
N(C)(C)C(CO)(C)C,6,1.176382148,0,-1.226707503,0 
c12c([nH]cn2)[N]C=N[CH]1,6,-1.201623297,0,1.211273216,0 
CC(C)(C)C#C,2,1.06642267,0,-1.0203332,0 
c1cccn1C,5,0.962435433,0,-0.934098223,0 
C1CCC=CC1,2,1.107174426,0,-1.122046249,0 
c1(ccn(n1)C)N,1,-0.044062661,0,0.118963511,0 
c1ncccn1,2,-1.294193017,0,1.313907579,0 
c1cc(ccc1)Br,2,-0.891769433,0,0.667329517,0 
C(=O)(C)C#C,4,0.103311143,0,-0.138083054,0 
NCCCOC(C)C,2,0.873203141,0,-0.991588208,0 
c12c([C](N=C[N]1)N)cn[nH]2,2,-1.243604631,0,1.321093827,0 
C(=C(\C)/C(C)C)\C,2,1.255075193,0,-1.349426508,0 
C1CCC(=O)C1,0,1.13510343,0,-1.158898804,0 
CCCl,1,0.744448673,0,-0.854865232,0 
C1CC1,0,1.661538821,0,-1.64350989,0 
C1=C[C@H]2C[C@@H]1C=C2,2,0.622896023,0,-0.66323195,0 
C(=O)(C)N(C)C,2,1.192015364,0,-1.195751358,0 
C(=CC)(C)C,0,-0.946046556,0,0.842194886,0 
CCCOCCCN,4,0.339565931,0,-0.318476307,0 
c1cccc(n1)NN,4,-1.376750452,0,1.385033008,0 
N(C)(C)C#N,3,-0.682214071,0,0.609286744,0 
n1ccccn1,2,-0.739477313,0,0.762961895,0 
